SAMPID  ,   SMATSSCR  ,  SMCENTER  ,  SMPTHNTS  ,  SMRIN
GTEX-OOBK-3125-SM-3LK5R  ,   2  ,  B1  ,  1-2.  ,  15.2
GTEX-OXRK-0004-SM-2H2WZ  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRK-0004-SM-2XJZV  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRK-0006-SM-2D43M  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-OXRK-0006-SM-2HML1  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-OXRK-0008-SM-3NB28  ,   C1  ,  9.8  ,  Skin  ,  Cells
GTEX-OXRK-0126-SM-3NB1E  ,   1  ,  C1  ,  Well  ,  preserved
GTEX-OXRK-0226-SM-2M485  ,   1  ,  C1  ,  8.5x4mm.  ,  Epidermis
GTEX-OXRK-0226-SM-2YUN1  ,   1  ,  C1  ,  8.5x4mm.  ,  Epidermis
GTEX-OXRK-0226-SM-3NB2G  ,   1  ,  C1  ,  8.5x4mm.  ,  Epidermis
GTEX-OXRK-0326-SM-2M47J  ,   0  ,  C1  ,  About  ,  8%
GTEX-OXRK-0326-SM-2YUMQ  ,   0  ,  C1  ,  About  ,  8%
GTEX-OXRK-0326-SM-3NB3R  ,   0  ,  C1  ,  About  ,  8%
GTEX-OXRK-0426-SM-2M47N  ,   1  ,  C1  ,  Contains  ,  19
GTEX-OXRK-0426-SM-2YUMT  ,   1  ,  C1  ,  Contains  ,  19
GTEX-OXRK-0426-SM-3NB2E  ,   1  ,  C1  ,  Contains  ,  19
GTEX-OXRK-0526-SM-2M47L  ,   0  ,  C1  ,  No  ,  lesion.
GTEX-OXRK-0526-SM-2YUMW  ,   0  ,  C1  ,  No  ,  lesion.
GTEX-OXRK-0526-SM-3NB2F  ,   0  ,  C1  ,  No  ,  lesion.
GTEX-OXRK-0626-SM-2D44M  ,   1  ,  C1  ,  Slight  ,  nodularity.
GTEX-OXRK-0626-SM-2HMJ5  ,   1  ,  C1  ,  Slight  ,  nodularity.
GTEX-OXRK-0826-SM-2D44K  ,   1  ,  C1  ,  Early  ,  ischemic
GTEX-OXRK-0826-SM-2HMK7  ,   1  ,  C1  ,  Early  ,  ischemic
GTEX-OXRK-0926-SM-2D44V  ,   1  ,  C1  ,  Mild-moderate  ,  emphysema;
GTEX-OXRK-0926-SM-2HMKP  ,   1  ,  C1  ,  Mild-moderate  ,  emphysema;
GTEX-OXRK-1326-SM-3NB1A  ,   1  ,  C1  ,  Squamous  ,  epithelium
GTEX-OXRK-1426-SM-3NB19  ,   1  ,  C1  ,  Fracture  ,  defects
GTEX-OXRK-1626-SM-3NB17  ,   2  ,  C1  ,  deep  ,  mucosa
GTEX-OXRK-1726-SM-3NB16  ,   1  ,  C1  ,  Well  ,  preserved.
GTEX-OXRK-1826-SM-2D44B  ,   1  ,  C1  ,  Numerous  ,  defects.
GTEX-OXRK-1826-SM-2HMJE  ,   1  ,  C1  ,  Numerous  ,  defects.
GTEX-OXRL-0003-SM-2H2X2  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRL-0003-SM-2XK1Q  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRL-0005-SM-2D43N  ,   B1  ,  8.9  ,  Blood  ,  Whole
GTEX-OXRL-0005-SM-3LK6A  ,   B1  ,  8.9  ,  Blood  ,  Whole
GTEX-OXRL-0008-SM-3NB29  ,   B1  ,  10  ,  Skin  ,  Cells
GTEX-OXRL-0126-SM-2M47I  ,   1  ,  B1  ,  Prominent  ,  defects
GTEX-OXRL-0126-SM-2YUMP  ,   1  ,  B1  ,  Prominent  ,  defects
GTEX-OXRL-0226-SM-3NB18  ,   1  ,  B1  ,  Central  ,  10%
GTEX-OXRL-0326-SM-2D44H  ,   1  ,  B1  ,  Pericardial  ,  fat
GTEX-OXRL-0326-SM-2I3F2  ,   1  ,  B1  ,  Pericardial  ,  fat
GTEX-OXRL-0426-SM-3NM97  ,   1  ,  B1  ,  Perimural  ,  fat
GTEX-OXRL-0526-SM-2D44C  ,   1  ,  B1  ,  Moderate  ,  emphysema,
GTEX-OXRL-0526-SM-2I3EZ  ,   1  ,  B1  ,  Moderate  ,  emphysema,
GTEX-OXRL-0626-SM-3NM9C  ,   1  ,  B1  ,  Well  ,  preserved
GTEX-OXRL-0726-SM-3NM9A  ,   1  ,  B1  ,  Cassette  ,  pressure
GTEX-OXRL-1426-SM-3NM9E  ,   2  ,  B1  ,  2  ,  of
GTEX-OXRL-1626-SM-2M47M  ,   1  ,  B1  ,  Severe  ,  tissue
GTEX-OXRL-1626-SM-2YUMU  ,   1  ,  B1  ,  Severe  ,  tissue
GTEX-OXRL-1826-SM-2M47K  ,   1  ,  B1  ,  Minimal  ,  sclerosis.
GTEX-OXRL-1826-SM-2YUMV  ,   1  ,  B1  ,  Minimal  ,  sclerosis.
GTEX-OXRL-2126-SM-3NM98  ,   1  ,  B1  ,  Spermatogenesis.  ,  12x8mm
GTEX-OXRL-2626-SM-2D44F  ,   1  ,  B1  ,  9.4x6.7.  ,  no
GTEX-OXRL-2626-SM-2I3F1  ,   1  ,  B1  ,  9.4x6.7.  ,  no
GTEX-OXRN-0003-SM-2H2X4  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRN-0003-SM-2XK1N  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRN-0005-SM-2D43O  ,   C1  ,  7.8  ,  Blood  ,  Whole
GTEX-OXRN-0005-SM-2I5EU  ,   C1  ,  7.8  ,  Blood  ,  Whole
GTEX-OXRN-0011-R10A-SM-2I5GC  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-OXRN-0011-R10A-SM-2M49E  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-OXRN-0011-R5A-SM-2D45L  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-OXRN-0011-R5A-SM-2I5EF  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-OXRN-0011-R8A-SM-2D45Q  ,   C1,  ,  A1  ,  5.3  ,  Brain
GTEX-OXRN-0226-SM-2D44T  ,   1  ,  C1  ,  Central  ,  30%
GTEX-OXRN-0226-SM-2I5EJ  ,   1  ,  C1  ,  Central  ,  30%
GTEX-OXRN-0526-SM-2D44N  ,   1  ,  C1  ,  Mild  ,  fibrosis
GTEX-OXRN-0526-SM-2I5EN  ,   1  ,  C1  ,  Mild  ,  fibrosis
GTEX-OXRN-1226-SM-2D44Q  ,   1  ,  C1  ,  Artery  ,  with
GTEX-OXRN-1226-SM-2I5EL  ,   1  ,  C1  ,  Artery  ,  with
GTEX-OXRN-1326-SM-3LK5V  ,   1  ,  C1  ,  ~10%  ,  intramuscular
GTEX-OXRN-1426-SM-3LK5U  ,   1  ,  C1  ,  13  ,  nerve
GTEX-OXRN-1526-SM-2D44J  ,   1  ,  C1  ,  Focal  ,  fibrosis,
GTEX-OXRN-1726-SM-3NM9B  ,   1  ,  C1  ,  Well  ,  preserved
GTEX-OXRN-2426-SM-2I5EQ  ,   1  ,  C1  ,  4.9x4.4mm  ,  7.2
GTEX-OXRN-2426-SM-2M48I  ,   1  ,  C1  ,  4.9x4.4mm  ,  7.2
GTEX-OXRO-0003-SM-2H2X6  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRO-0003-SM-2XK2O  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRO-0006-SM-2D44O  ,   D1  ,  7.9  ,  Blood  ,  Whole
GTEX-OXRO-0006-SM-2I5EM  ,   D1  ,  7.9  ,  Blood  ,  Whole
GTEX-OXRO-0011-R10A-SM-2D45I  ,   D1,  ,  A1  ,  6.1  ,  Brain
GTEX-OXRO-0011-R10A-SM-2I5EH  ,   D1,  ,  A1  ,  6.1  ,  Brain
GTEX-OXRO-0011-R2A-SM-3NB1W  ,   D1,  ,  A1  ,  6.3  ,  Brain
GTEX-OXRO-0011-R5A-SM-2D45J  ,   D1,  ,  A1  ,  5.3  ,  Brain
GTEX-OXRO-0011-R5A-SM-2I5EG  ,   D1,  ,  A1  ,  5.3  ,  Brain
GTEX-OXRO-0011-R9A-SM-3NB1X  ,   D1,  ,  A1  ,  6.1  ,  Brain
GTEX-OXRO-0126-SM-2M48E  ,   1  ,  D1  ,  3  ,  pieces
GTEX-OXRO-0126-SM-2YUN4  ,   1  ,  D1  ,  3  ,  pieces
GTEX-OXRO-0226-SM-3LK6F  ,   2  ,  D1  ,  Large  ,  16x12.8
GTEX-OXRO-0326-SM-2D45W  ,   1  ,  D1  ,  Alveolar  ,  exudates.
GTEX-OXRO-0326-SM-2I5EE  ,   1  ,  D1  ,  Alveolar  ,  exudates.
GTEX-OXRO-0326-SM-33HBM  ,   1  ,  D1  ,  Alveolar  ,  exudates.
GTEX-OXRO-1726-SM-2D45U  ,   1  ,  D1  ,  Severe  ,  atrophy,
GTEX-OXRO-1726-SM-3LK6C  ,   1  ,  D1  ,  Severe  ,  atrophy,
GTEX-OXRO-1926-SM-2M488  ,   1  ,  D1  ,  2  ,  pieces:
GTEX-OXRO-1926-SM-2S1O3  ,   1  ,  D1  ,  2  ,  pieces:
GTEX-OXRO-2026-SM-2M484  ,   1  ,  D1  ,  11x11mm.  ,  Moderate
GTEX-OXRO-2026-SM-2YUMZ  ,   1  ,  D1  ,  11x11mm.  ,  Moderate
GTEX-OXRP-0003-SM-2H2X8  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRP-0003-SM-2XJZW  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-OXRP-0006-SM-2I3FN  ,   C1  ,  7.2  ,  Blood  ,  Whole
GTEX-OXRP-0006-SM-2IZIO  ,   C1  ,  7.2  ,  Blood  ,  Whole
GTEX-OXRP-0126-SM-3NB32  ,   1  ,  C1  ,  3  ,  pieces.
GTEX-OXRP-0226-SM-3NB14  ,   1  ,  C1  ,  10x7mm  ,  aliquot.
GTEX-OXRP-0326-SM-2D444  ,   1  ,  C1  ,  8x5mm.  ,  Regressive
GTEX-OXRP-0326-SM-2I5ET  ,   1  ,  C1  ,  8x5mm.  ,  Regressive
GTEX-OXRP-0326-SM-33HBJ  ,   1  ,  C1  ,  8x5mm.  ,  Regressive
GTEX-OXRP-0526-SM-2D441  ,   2  ,  C1  ,  9x8mm.  ,  Emphysema-moderate/severe.
GTEX-OXRP-0526-SM-2I3EW  ,   2  ,  C1  ,  9x8mm.  ,  Emphysema-moderate/severe.
GTEX-OXRP-2326-SM-2M476  ,   1  ,  C1  ,  7.4x  ,  4.5mm
GTEX-OXRP-2326-SM-2S1NL  ,   1  ,  C1  ,  7.4x  ,  4.5mm
GTEX-OXRP-2426-SM-2M47D  ,   1  ,  C1  ,  4.7x1.5mm.  ,  Good
GTEX-OXRP-2426-SM-2S1NR  ,   1  ,  C1  ,  4.7x1.5mm.  ,  Good
GTEX-OXRP-2526-SM-2M47A  ,   1  ,  C1  ,  4.5x2.7mm  ,  nerve
GTEX-OXRP-2526-SM-2S1NO  ,   1  ,  C1  ,  4.5x2.7mm  ,  nerve
GTEX-P44G-0006-SM-2TC6A  ,   C1  ,  8.4  ,  Blood  ,  Whole
GTEX-P44G-0011-R10A-SM-2I3FF  ,   C1,  ,  A1  ,  8  ,  Brain
GTEX-P44G-0011-R11A-SM-2D45R  ,   C1,  ,  A1  ,  8.4  ,  Brain
GTEX-P44G-0011-R11A-SM-2I3FD  ,   C1,  ,  A1  ,  8.4  ,  Brain
GTEX-P44G-0011-R1A-SM-2D45S  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-P44G-0011-R1A-SM-2I3FE  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-P44G-0011-R2A-SM-2XCD2  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44G-0011-R2A-SM-2XV51  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44G-0011-R3A-SM-2I3FC  ,   C1,  ,  A1  ,  7.9  ,  Brain
GTEX-P44G-0011-R4A-SM-2D45O  ,   C1,  ,  A1  ,  6.6  ,  Brain
GTEX-P44G-0011-R4A-SM-2I3FB  ,   C1,  ,  A1  ,  6.6  ,  Brain
GTEX-P44G-0011-R5A-SM-2D45M  ,   C1,  ,  A1  ,  8  ,  Brain
GTEX-P44G-0011-R5A-SM-2I3FA  ,   C1,  ,  A1  ,  8  ,  Brain
GTEX-P44G-0011-R6A-SM-2XCD3  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-P44G-0011-R6A-SM-2XV5M  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-P44G-0011-R7A-SM-2D45K  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-P44G-0011-R7A-SM-2I3F9  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-P44G-0226-SM-2D44P  ,   1  ,  C1  ,  .  ,  Epidermis
GTEX-P44G-0226-SM-2I3F3  ,   1  ,  C1  ,  .  ,  Epidermis
GTEX-P44G-0526-SM-2D44L  ,   1  ,  C1  ,  8.6x6.8mm  ,  ~50%
GTEX-P44G-0526-SM-2XCD1  ,   1  ,  C1  ,  8.6x6.8mm  ,  ~50%
GTEX-P44G-0626-SM-2D44I  ,   3  ,  C1  ,  9x6.5mm.  ,  Less-well
GTEX-P44G-0626-SM-2I5EO  ,   3  ,  C1  ,  9x6.5mm.  ,  Less-well
GTEX-P44G-0826-SM-2D44D  ,   1  ,  C1  ,  9x3mm.  ,  Mild
GTEX-P44G-0826-SM-2I5ES  ,   1  ,  C1  ,  9x3mm.  ,  Mild
GTEX-P44G-0926-SM-325AM  ,   3  ,  C1  ,  7.6x6mm.  ,  Extremely
GTEX-P44G-0926-SM-325I2  ,   3  ,  C1  ,  7.6x6mm.  ,  Extremely
GTEX-P44G-1126-SM-3NM9D  ,   1  ,  C1  ,  11  ,  x
GTEX-P44G-2326-SM-2XCCZ  ,   1  ,  C1  ,  6.7x5.4.  ,  Well-fixed.
GTEX-P44G-2326-SM-2XV5B  ,   1  ,  C1  ,  6.7x5.4.  ,  Well-fixed.
GTEX-P44G-2426-SM-2D44E  ,   2  ,  C1  ,  5  ,  x
GTEX-P44G-2426-SM-2I5ER  ,   2  ,  C1  ,  5  ,  x
GTEX-P44G-2526-SM-2D44S  ,   2  ,  C1  ,  4.5x6.8  ,  Areas
GTEX-P44G-2526-SM-2I5EK  ,   2  ,  C1  ,  4.5x6.8  ,  Areas
GTEX-P44H-0006-SM-2XCFB  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-P44H-0006-SM-2XV4L  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-P44H-0011-R10A-SM-2XCEK  ,   C1,  ,  A1  ,  6.4  ,  Brain
GTEX-P44H-0011-R10A-SM-2XV6E  ,   C1,  ,  A1  ,  6.4  ,  Brain
GTEX-P44H-0011-R11A-SM-2XCER  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-P44H-0011-R11A-SM-2XV6S  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-P44H-0011-R1A-SM-2XV5Z  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44H-0011-R1A-SM-3NM8J  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44H-0011-R3A-SM-2XCEQ  ,   C1,  ,  A1  ,  6.1  ,  Brain
GTEX-P44H-0011-R3A-SM-2XV6J  ,   C1,  ,  A1  ,  6.1  ,  Brain
GTEX-P44H-0011-R4A-SM-2XCEW  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44H-0011-R4A-SM-2XV64  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44H-0011-R5A-SM-2XCEX  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-P44H-0011-R5A-SM-2XV6B  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-P44H-0011-R6A-SM-2XCF3  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44H-0011-R6A-SM-2XV5S  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-P44H-0011-R8A-SM-2XCEL  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-P44H-0011-R8A-SM-2XV5U  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-P44H-0226-SM-2XCEU  ,   1  ,  C1  ,  3  ,  ~9x2mm
GTEX-P44H-0226-SM-2XV67  ,   1  ,  C1  ,  3  ,  ~9x2mm
GTEX-P44H-0326-SM-2XCES  ,   0  ,  C1  ,  Well-fixed.  ,  8.5x7mm
GTEX-P44H-0326-SM-2XV4H  ,   0  ,  C1  ,  Well-fixed.  ,  8.5x7mm
GTEX-P44H-0426-SM-2XCEZ  ,   1  ,  C1  ,  9x7mm.  ,  Central
GTEX-P44H-0426-SM-2XV5L  ,   1  ,  C1  ,  9x7mm.  ,  Central
GTEX-P44H-0526-SM-2XCF1  ,   2  ,  C1  ,  4.3x4.1mm.  ,  Specimen
GTEX-P44H-0526-SM-2XV4U  ,   2  ,  C1  ,  4.3x4.1mm.  ,  Specimen
GTEX-P44H-0626-SM-2XCF2  ,   2  ,  C1  ,  2.6x2.5mm.  ,  Clean
GTEX-P44H-0626-SM-2XV4S  ,   2  ,  C1  ,  2.6x2.5mm.  ,  Clean
GTEX-P44H-1026-SM-3NM96  ,   2  ,  C1  ,  3  ,  ~8x1
GTEX-P44H-1126-SM-2VCU3  ,   2  ,  C1  ,  9x8mm.  ,  Patchy
GTEX-P44H-1126-SM-2XK3A  ,   2  ,  C1  ,  9x8mm.  ,  Patchy
GTEX-P44H-2426-SM-2XCEJ  ,   2  ,  C1  ,  5.4x3.7.  ,  Not
GTEX-P44H-2426-SM-2XV73  ,   2  ,  C1  ,  5.4x3.7.  ,  Not
GTEX-P44H-2626-SM-2XCET  ,   2  ,  C1  ,  6x3.7mm  ,  6.3
GTEX-P44H-2626-SM-2XV61  ,   2  ,  C1  ,  6x3.7mm  ,  6.3
GTEX-P4PP-0004-SM-2H2WW  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4PP-0004-SM-2XJZY  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4PP-0005-SM-2D45V  ,   B1  ,  9.2  ,  Blood  ,  Whole
GTEX-P4PP-0005-SM-2HMKX  ,   B1  ,  9.2  ,  Blood  ,  Whole
GTEX-P4PP-0126-SM-2D442  ,   1  ,  B1  ,  3  ,  ~8x1.5mm
GTEX-P4PP-0126-SM-3LK69  ,   1  ,  B1  ,  3  ,  ~8x1.5mm
GTEX-P4PP-0226-SM-2M479  ,   1  ,  B1  ,  ~10x10mm.  ,  Central
GTEX-P4PP-0226-SM-2S1NN  ,   1  ,  B1  ,  ~10x10mm.  ,  Central
GTEX-P4PP-0326-SM-2D43Z  ,   1  ,  B1  ,  8x4.5mm.  ,  Contraction
GTEX-P4PP-0326-SM-2HML9  ,   1  ,  B1  ,  8x4.5mm.  ,  Contraction
GTEX-P4PP-0326-SM-33HC4  ,   1  ,  B1  ,  8x4.5mm.  ,  Contraction
GTEX-P4PP-0426-SM-3NM9H  ,   1  ,  B1  ,  3  ,  ~11x1.5mm
GTEX-P4PP-0526-SM-2HMKE  ,   1  ,  B1  ,  ~9x8mm.  ,  Dense
GTEX-P4PP-0526-SM-2M49R  ,   1  ,  B1  ,  ~9x8mm.  ,  Dense
GTEX-P4PP-0626-SM-3NM9X  ,   1  ,  B1  ,  3  ,  ~6x2mm
GTEX-P4PP-0726-SM-3NM9S  ,   0  ,  B1  ,  3  ,  ~8.5x3.5mm
GTEX-P4PP-1026-SM-3NM9O  ,   1  ,  B1  ,  ~9x9mm,  ,  well
GTEX-P4PP-1426-SM-3NM9L  ,   1  ,  B1  ,  3  ,  ~9x2-2.5mm
GTEX-P4PP-1526-SM-3P61M  ,   1  ,  B1  ,  3  ,  ~8x3mm
GTEX-P4PP-1626-SM-2D43X  ,   1  ,  B1  ,  2  ,  ~8x7mm
GTEX-P4PP-1626-SM-2HMJF  ,   1  ,  B1  ,  2  ,  ~8x7mm
GTEX-P4PP-1726-SM-2M47H  ,   1  ,  B1  ,  2  ,  ~1-1.5mm
GTEX-P4PP-1726-SM-2S1NS  ,   1  ,  B1  ,  2  ,  ~1-1.5mm
GTEX-P4PP-1826-SM-2M47G  ,   1  ,  B1  ,  2  ,  ~1.5mm
GTEX-P4PP-1826-SM-2S1NT  ,   1  ,  B1  ,  2  ,  ~1.5mm
GTEX-P4PP-2026-SM-3P61N  ,   1  ,  B1  ,  ~7x6mm  ,  piece;
GTEX-P4PP-2426-SM-3P61L  ,   1  ,  B1  ,  15x9mm,  ,  postmenopausal
GTEX-P4PP-2526-SM-3P61P  ,   0  ,  B1  ,  3  ,  ~6x2.5mm
GTEX-P4PP-3026-SM-3P61O  ,   1  ,  B1  ,  2  ,  ~2mm
GTEX-P4PQ-0003-SM-2H2WY  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4PQ-0003-SM-2XK1P  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4PQ-0005-SM-2D45X  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-P4PQ-0005-SM-2HMKJ  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-P4PQ-0126-SM-2M47B  ,   1  ,  B1  ,  6  ,  ~8x2.5mm
GTEX-P4PQ-0126-SM-2S1NM  ,   1  ,  B1  ,  6  ,  ~8x2.5mm
GTEX-P4PQ-0226-SM-2M477  ,   1  ,  B1  ,  19x5mm  ,  with
GTEX-P4PQ-0226-SM-2S1NK  ,   1  ,  B1  ,  19x5mm  ,  with
GTEX-P4PQ-0326-SM-2D43Y  ,   1  ,  B1  ,  2  ,  ~7x7mm
GTEX-P4PQ-0326-SM-2HMJ8  ,   1  ,  B1  ,  2  ,  ~7x7mm
GTEX-P4PQ-0426-SM-3NMCI  ,   1  ,  B1  ,  6  ,  ~7x1.5mm
GTEX-P4PQ-0526-SM-2D449  ,   1  ,  B1  ,  2  ,  ~12x7mm
GTEX-P4PQ-0526-SM-2HMKR  ,   1  ,  B1  ,  2  ,  ~12x7mm
GTEX-P4PQ-0626-SM-3NMCU  ,   1  ,  B1  ,  4  ,  ~4x3mm
GTEX-P4PQ-0726-SM-3NMCR  ,   1  ,  B1  ,  4  ,  ~8x4.5mm
GTEX-P4PQ-1026-SM-3NMCN  ,   1  ,  B1  ,  2  ,  ~9x9mm
GTEX-P4PQ-1526-SM-3NMCK  ,   1  ,  B1  ,  6  ,  pieces;
GTEX-P4PQ-1626-SM-2D43W  ,   1  ,  B1  ,  2  ,  ~11x7mm
GTEX-P4PQ-1626-SM-2HMKK  ,   1  ,  B1  ,  2  ,  ~11x7mm
GTEX-P4PQ-1726-SM-3NB15  ,   1  ,  B1  ,  4  ,  ~2-3mm
GTEX-P4PQ-2126-SM-3NMCV  ,   1  ,  B1  ,  11x6.4mm,  ,  slightly
GTEX-P4PQ-2626-SM-2D445  ,   1  ,  B1  ,  2  ,  ~11x7mm
GTEX-P4PQ-2626-SM-2HMKM  ,   1  ,  B1  ,  2  ,  ~11x7mm
GTEX-P4PQ-2626-SM-33HC9  ,   1  ,  B1  ,  2  ,  ~11x7mm
GTEX-P4QR-0004-SM-2H2X5  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4QR-0004-SM-2XK1O  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4QR-0006-SM-2I5GN  ,   C1  ,  6.7  ,  Blood  ,  Whole
GTEX-P4QR-0006-SM-2M49O  ,   C1  ,  6.7  ,  Blood  ,  Whole
GTEX-P4QR-0226-SM-3NMCH  ,   2  ,  C1  ,  2  ,  ~8x5mm
GTEX-P4QR-0326-SM-2M47P  ,   1  ,  C1  ,  6  ,  ~5-8x2.5mm
GTEX-P4QR-0326-SM-2S1NU  ,   1  ,  C1  ,  6  ,  ~5-8x2.5mm
GTEX-P4QR-0426-SM-2M47O  ,   1  ,  C1  ,  2  ,  ~7x7mm
GTEX-P4QR-0426-SM-2S1NV  ,   1  ,  C1  ,  2  ,  ~7x7mm
GTEX-P4QR-0726-SM-2I5GO  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-P4QR-0726-SM-2M49P  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-P4QR-1026-SM-2I5GP  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-P4QR-1026-SM-2M49Q  ,   2  ,  C1  ,  2  ,  ~9x8mm
GTEX-P4QS-0003-SM-2H2X1  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4QS-0003-SM-2XK1S  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4QS-0005-SM-2D447  ,   B1  ,  6.3  ,  Blood  ,  Whole
GTEX-P4QS-0005-SM-2I3EY  ,   B1  ,  6.3  ,  Blood  ,  Whole
GTEX-P4QS-0226-SM-3NB1U  ,   1  ,  B1  ,  2  ,  ~9x8mm
GTEX-P4QS-0326-SM-2D43U  ,   1  ,  B1  ,  2  ,  ~8x6mm
GTEX-P4QS-0326-SM-2I3EU  ,   1  ,  B1  ,  2  ,  ~8x6mm
GTEX-P4QS-0426-SM-3NMCQ  ,   1  ,  B1  ,  6  ,  ~7x1mm
GTEX-P4QS-0526-SM-2D43T  ,   1  ,  B1  ,  2  ,  ~9x
GTEX-P4QS-0526-SM-2I3ET  ,   1  ,  B1  ,  2  ,  ~9x
GTEX-P4QS-0626-SM-3NMD1  ,   1  ,  B1  ,  6  ,  ~6x2mm
GTEX-P4QS-0726-SM-3NMCZ  ,   1  ,  B1  ,  6  ,  ~6.5x4mm
GTEX-P4QS-1026-SM-3NMCW  ,   1  ,  B1  ,  2  ,  ~7x8mm
GTEX-P4QS-1126-SM-3NMD5  ,   1  ,  B1  ,  6  ,  ~
GTEX-P4QS-1326-SM-3NMCD  ,   1  ,  B1  ,  2  ,  ~
GTEX-P4QS-1626-SM-2M474  ,   1  ,  B1  ,  3  ,  pieces,
GTEX-P4QS-1626-SM-2S1NH  ,   1  ,  B1  ,  3  ,  pieces,
GTEX-P4QS-1726-SM-3NB1V  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-P4QS-1826-SM-2M475  ,   1  ,  B1  ,  2  ,  ~2.5mm
GTEX-P4QS-1826-SM-2S1NI  ,   1  ,  B1  ,  2  ,  ~2.5mm
GTEX-P4QS-2026-SM-3NMCG  ,   1  ,  B1  ,  2  ,  ~
GTEX-P4QS-2126-SM-3NMCF  ,   1  ,  B1  ,  2  ,  ~7.5x7mm
GTEX-P4QS-2626-SM-2D43V  ,   1  ,  B1  ,  2  ,  ~10x
GTEX-P4QS-2626-SM-2I3EV  ,   1  ,  B1  ,  2  ,  ~10x
GTEX-P4QT-0003-SM-2H2X3  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4QT-0003-SM-2XJZX  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-P4QT-0126-SM-2I3FL  ,   1  ,  B1  ,  6  ,  ~5-6x
GTEX-P4QT-0226-SM-2D446  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-P4QT-0226-SM-3LK68  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-P4QT-0526-SM-2D443  ,   1  ,  B1  ,  2  ,  ~7x5mm
GTEX-P4QT-0526-SM-2I3EX  ,   1  ,  B1  ,  2  ,  ~7x5mm
GTEX-P4QT-0626-SM-3NMCP  ,   1  ,  B1  ,  6  ,  pieces
GTEX-P4QT-0726-SM-3NMCM  ,   1  ,  B1  ,  6  ,  pieces,
GTEX-P4QT-1326-SM-3NMD3  ,   1  ,  B1  ,  2  ,  ~9x5mm
