SAMPID  ,   SMATSSCR  ,  SMCENTER  ,  SMPTHNTS  ,  SMRIN
GTEX-RN64-0326-SM-2TC5J  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0326-SM-2TO5K  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0526-SM-2TC5P  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0526-SM-2TO4V  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0626-SM-2TC5V  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0626-SM-2TO65  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0826-SM-2TC62  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-0826-SM-2TO5W  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-1226-SM-2TC6E  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-RN64-1226-SM-2TO5D  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-RNOR-0001-SM-2RXF2  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RNOR-0001-SM-2XK2U  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RNOR-0005-SM-2TF4Z  ,   C1  ,  7.5  ,  Blood  ,  Whole
GTEX-RNOR-0005-SM-2TWBH  ,   C1  ,  7.5  ,  Blood  ,  Whole
GTEX-RNOR-0011-R1A-SM-2TF5D  ,   C1,  ,  A1  ,  6.3  ,  Brain
GTEX-RNOR-0011-R1A-SM-2TWD5  ,   C1,  ,  A1  ,  6.3  ,  Brain
GTEX-RNOR-0011-R3A-SM-2TF5J  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-RNOR-0011-R3A-SM-2TWD1  ,   C1,  ,  A1  ,  7  ,  Brain
GTEX-RNOR-0011-R4A-SM-2TWCS  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-RNOR-0011-R4A-SM-3GAD3  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-RNOR-0011-R5A-SM-2TF4J  ,   C1,  ,  A1  ,  7.9  ,  Brain
GTEX-RNOR-0011-R5A-SM-2TWD3  ,   C1,  ,  A1  ,  7.9  ,  Brain
GTEX-RNOR-0011-R6A-SM-2TWCF  ,   C1,  ,  A1  ,  8.3  ,  Brain
GTEX-RNOR-0011-R7A-SM-2TF4V  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-RNOR-0011-R7A-SM-2TWCV  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-RNOR-0011-R9A-SM-2TF52  ,   C1,  ,  A1  ,  7.1  ,  Brain
GTEX-RNOR-0011-R9A-SM-2TWB8  ,   C1,  ,  A1  ,  7.1  ,  Brain
GTEX-RNOR-0126-SM-2TF57  ,   1  ,  C1  ,  6  ,  pieces
GTEX-RNOR-0126-SM-2TWAZ  ,   1  ,  C1  ,  6  ,  pieces
GTEX-RNOR-0326-SM-2TF51  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0326-SM-2TWB6  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0426-SM-2TF4U  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0426-SM-2TWAN  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0526-SM-2TF4O  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0526-SM-2TWB9  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0726-SM-2TF5I  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0726-SM-2TWBF  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0826-SM-2TF5C  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0826-SM-2TWBE  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RNOR-0926-SM-2TF56  ,   1  ,  C1  ,  2  ,  pieces,9x6
GTEX-RNOR-0926-SM-2TWCZ  ,   1  ,  C1  ,  2  ,  pieces,9x6
GTEX-RNOR-2226-SM-2TF5O  ,   1  ,  C1  ,  4  ,  pieces
GTEX-RNOR-2226-SM-2TWDA  ,   1  ,  C1  ,  4  ,  pieces
GTEX-RNOR-2326-SM-2TF4I  ,   1  ,  C1  ,  4  ,  pieces
GTEX-RNOR-2326-SM-2TWC7  ,   1  ,  C1  ,  4  ,  pieces
GTEX-RTLS-0004-SM-2RXEU  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RTLS-0004-SM-2XK2Y  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RTLS-0006-SM-2TF58  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-RTLS-0006-SM-2TWAQ  ,   C1  ,  8  ,  Blood  ,  Whole
GTEX-RTLS-0226-SM-2TF5E  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0326-SM-2TF6A  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0326-SM-2TWAO  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0426-SM-2TF5K  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0426-SM-2TWBI  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0526-SM-2TF64  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0526-SM-2TWBW  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0626-SM-2TF6G  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0626-SM-2TWAT  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0826-SM-2TF5Q  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0826-SM-2TWCX  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0926-SM-2TF5X  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RTLS-0926-SM-2TWBR  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RU1J-0002-SM-2RXF5  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RU1J-0002-SM-2XK2V  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RU1J-0003-SM-2XV76  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-RU1J-0003-SM-3K2A8  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-RU1J-0006-SM-2TF6M  ,   B1  ,  8.5  ,  Blood  ,  Whole
GTEX-RU1J-0006-SM-2TWC6  ,   B1  ,  8.5  ,  Blood  ,  Whole
GTEX-RU1J-0126-SM-2TF6Y  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RU1J-0126-SM-2TWBN  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RU1J-0226-SM-2TF5Y  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RU1J-0226-SM-2TWBC  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RU1J-1726-SM-2TF5S  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-RU1J-1726-SM-2TWCK  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-RU1J-1926-SM-2TF6S  ,   0  ,  B1  ,  2  ,  pieces
GTEX-RU1J-1926-SM-2TWBP  ,   0  ,  B1  ,  2  ,  pieces
GTEX-RU72-0004-SM-2RXF6  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RU72-0004-SM-2XK2S  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RU72-0006-SM-2TF65  ,   C1  ,  7.9  ,  Blood  ,  Whole
GTEX-RU72-0006-SM-2TWCA  ,   C1  ,  7.9  ,  Blood  ,  Whole
GTEX-RU72-0011-R10A-SM-2TF6D  ,   C1,  ,  A1  ,  6.4  ,  Brain
GTEX-RU72-0011-R10A-SM-2TWD4  ,   C1,  ,  A1  ,  6.4  ,  Brain
GTEX-RU72-0011-R11A-SM-2TF6J  ,   C1,  ,  A1  ,  7.8  ,  Brain
GTEX-RU72-0011-R11A-SM-2TWD7  ,   C1,  ,  A1  ,  7.8  ,  Brain
GTEX-RU72-0011-R1A-SM-2TWD2  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RU72-0011-R2A-SM-2TF6O  ,   C1,  ,  A1  ,  6.1  ,  Brain
GTEX-RU72-0011-R2A-SM-2TWDC  ,   C1,  ,  A1  ,  6.1  ,  Brain
GTEX-RU72-0011-R5A-SM-2TF6U  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-RU72-0011-R5A-SM-2TWCN  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-RU72-0011-R6A-SM-2TF71  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RU72-0011-R6A-SM-2TWCU  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RU72-0011-R7A-SM-2TF5U  ,   C1,  ,  A1  ,  6.4  ,  Brain
GTEX-RU72-0011-R7A-SM-2TWD8  ,   C1,  ,  A1  ,  6.4  ,  Brain
GTEX-RU72-0011-R8A-SM-2TF61  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RU72-0011-R8A-SM-2TWCW  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RU72-0011-R9A-SM-2TF67  ,   C1,  ,  A1  ,  6.8  ,  Brain
GTEX-RU72-0011-R9A-SM-2TWBL  ,   C1,  ,  A1  ,  6.8  ,  Brain
GTEX-RU72-0126-SM-2TF6Z  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-0126-SM-2TWBK  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-0326-SM-2TF5T  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-0326-SM-2TWCE  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-0526-SM-2TF5Z  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-0526-SM-2TWBS  ,   2  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-0926-SM-2TF6B  ,   0  ,  C1  ,  6  ,  pieces,
GTEX-RU72-0926-SM-2TWAP  ,   0  ,  C1  ,  6  ,  pieces,
GTEX-RU72-1126-SM-2TF6H  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-1126-SM-2TWAV  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-1226-SM-2TF6N  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-1226-SM-2TWBD  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RU72-1326-SM-2TF6T  ,   1  ,  C1  ,  2  ,  9x5mm
GTEX-RU72-1326-SM-2TWC9  ,   1  ,  C1  ,  2  ,  9x5mm
GTEX-RU72-2926-SM-2TF66  ,   2  ,  C1  ,  4pieces,  ,  ~5x4mm.
GTEX-RU72-2926-SM-2TWB3  ,   2  ,  C1  ,  4pieces,  ,  ~5x4mm.
GTEX-RU72-3026-SM-2TF6C  ,   1  ,  C1  ,  4  ,  pieces,
GTEX-RU72-3026-SM-2TWCD  ,   1  ,  C1  ,  4  ,  pieces,
GTEX-RUSQ-0001-SM-2RXER  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RUSQ-0001-SM-2XK38  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RUSQ-0003-SM-2XCEB  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-RUSQ-0003-SM-2XV75  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-RUSQ-0006-SM-2TF6P  ,   B1  ,  6.4  ,  Blood  ,  Whole
GTEX-RUSQ-0006-SM-2TWBZ  ,   B1  ,  6.4  ,  Blood  ,  Whole
GTEX-RUSQ-0526-SM-2TF72  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-0526-SM-2TWCI  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-0626-SM-2TF5V  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-0626-SM-2TWD6  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1026-SM-2TF6V  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1026-SM-2TWD9  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1526-SM-2TF62  ,   0  ,  B1  ,  6  ,  pieces
GTEX-RUSQ-1526-SM-2TWBQ  ,   0  ,  B1  ,  6  ,  pieces
GTEX-RUSQ-1726-SM-2TF68  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1726-SM-2TWCJ  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1826-SM-2TF6E  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1826-SM-2XU9Q  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1926-SM-2TF6K  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RUSQ-1926-SM-2XUA4  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RVPU-0001-SM-2RXES  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RVPU-0001-SM-2XK36  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RVPU-0005-SM-2TF6L  ,   C1  ,  7.7  ,  Blood  ,  Whole
GTEX-RVPU-0005-SM-2XU97  ,   C1  ,  7.7  ,  Blood  ,  Whole
GTEX-RVPU-0008-SM-3NM8B  ,   C1  ,  10  ,  Skin  ,  Cells
GTEX-RVPU-0011-R10A-SM-2XCAH  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-RVPU-0011-R10A-SM-2XU9G  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-RVPU-0011-R11A-SM-2XCAF  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-RVPU-0011-R11A-SM-2XU9W  ,   C1,  ,  A1  ,  7.5  ,  Brain
GTEX-RVPU-0011-R1A-SM-2XCAI  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-RVPU-0011-R1A-SM-2XUA7  ,   C1,  ,  A1  ,  6.5  ,  Brain
GTEX-RVPU-0011-R2A-SM-2XCAG  ,   C1,  ,  A1  ,  6.8  ,  Brain
GTEX-RVPU-0011-R2A-SM-2XU9N  ,   C1,  ,  A1  ,  6.8  ,  Brain
GTEX-RVPU-0011-R3A-SM-2XCAE  ,   C1,  ,  A1  ,  7.1  ,  Brain
GTEX-RVPU-0011-R3A-SM-2XUA9  ,   C1,  ,  A1  ,  7.1  ,  Brain
GTEX-RVPU-0011-R4A-SM-2TF6X  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-RVPU-0011-R4A-SM-2XU9Y  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-RVPU-0011-R5A-SM-2XCAD  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RVPU-0011-R5A-SM-2XU9Z  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-RVPU-0011-R6A-SM-2XCAC  ,   C1,  ,  A1  ,  7.2  ,  Brain
GTEX-RVPU-0011-R6A-SM-2XU9I  ,   C1,  ,  A1  ,  7.2  ,  Brain
GTEX-RVPU-0011-R7A-SM-2XCAB  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-RVPU-0011-R7A-SM-2XU9D  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-RVPU-0011-R8A-SM-2TF74  ,   C1,  ,  A1  ,  6.3  ,  Brain
GTEX-RVPU-0011-R8A-SM-2XU94  ,   C1,  ,  A1  ,  6.3  ,  Brain
GTEX-RVPU-0011-R9A-SM-2XUAM  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-RVPU-0011-R9A-SM-3NM8E  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-RVPU-2226-SM-2XCAQ  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-RVPU-2226-SM-2XU9A  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-RVPU-2326-SM-2TF6R  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RVPU-2326-SM-2XU8D  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RVPU-2426-SM-2XCAR  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RVPU-2426-SM-2XU9M  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RVPV-0003-SM-2RXEQ  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-RVPV-0003-SM-2XK35  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-RVPV-0006-SM-2TF6Q  ,   D1  ,  8  ,  Blood  ,  Whole
GTEX-RVPV-0006-SM-2XUA6  ,   D1  ,  8  ,  Blood  ,  Whole
GTEX-RVPV-0011-R11A-SM-2TF6F  ,   D1,  ,  A1  ,  6  ,  Brain
GTEX-RVPV-0011-R11A-SM-2XU98  ,   D1,  ,  A1  ,  6  ,  Brain
GTEX-RVPV-0011-R3A-SM-2TF63  ,   D1,  ,  A1  ,  6.3  ,  Brain
GTEX-RVPV-0011-R3A-SM-2XUAE  ,   D1,  ,  A1  ,  6.3  ,  Brain
GTEX-RVPV-0011-R5A-SM-2TF69  ,   D1,  ,  A1  ,  6.9  ,  Brain
GTEX-RVPV-0011-R5A-SM-2XUAC  ,   D1,  ,  A1  ,  6.9  ,  Brain
GTEX-RVPV-0226-SM-2TF6W  ,   1  ,  D1  ,  2  ,  pieces
GTEX-RVPV-0226-SM-2XU9L  ,   1  ,  D1  ,  2  ,  pieces
GTEX-RVPV-1226-SM-2TF73  ,   2  ,  D1  ,  2  ,  pieces,
GTEX-RVPV-1226-SM-2XUAG  ,   2  ,  D1  ,  2  ,  pieces,
GTEX-RVPV-1726-SM-2TF5W  ,   2  ,  D1  ,  2  ,  pieces,
GTEX-RVPV-1726-SM-2XU8R  ,   2  ,  D1  ,  2  ,  pieces,
GTEX-RWS6-0001-SM-3NMAL  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-RWS6-0004-SM-2RXEY  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RWS6-0004-SM-2XK2T  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RWS6-0005-SM-2XCAN  ,   B1  ,  9  ,  Blood  ,  Whole
GTEX-RWS6-0005-SM-2XU9T  ,   B1  ,  9  ,  Blood  ,  Whole
GTEX-RWS6-0226-SM-2XCA9  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-0226-SM-2XUAO  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-0326-SM-2XCAP  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-0326-SM-2XUAF  ,   0  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-0626-SM-2XCAS  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-0626-SM-2XUAT  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-2026-SM-2XCB5  ,   1  ,  B1  ,  6  ,  pieces
GTEX-RWS6-2026-SM-2XU8X  ,   1  ,  B1  ,  6  ,  pieces
GTEX-RWS6-2126-SM-2XCAV  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-2126-SM-2XU95  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-2326-SM-2XCB4  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-2326-SM-2XU8O  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-2426-SM-2XCB9  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWS6-2426-SM-2XU8G  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-RWSA-0003-SM-2VCTT  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RWSA-0003-SM-2XK2E  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RWSA-0005-SM-2XCAO  ,   C1  ,  9  ,  Blood  ,  Whole
GTEX-RWSA-0005-SM-2XU8W  ,   C1  ,  9  ,  Blood  ,  Whole
GTEX-RWSA-0126-SM-2XCBB  ,   0  ,  C1  ,  6  ,  pieces
GTEX-RWSA-0126-SM-2XU9X  ,   0  ,  C1  ,  6  ,  pieces
GTEX-RWSA-0226-SM-2XCBA  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0526-SM-2XCBC  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0526-SM-2XU8U  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0626-SM-2XCBD  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0626-SM-2XU9U  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0726-SM-2XCBE  ,   0  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0826-SM-2XCBF  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-0826-SM-2XUAA  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-1126-SM-2XCAZ  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-RWSA-1126-SM-2XU92  ,   1  ,  C1  ,  2  ,  aliquots,
GTEX-S32W-0001-SM-2VCTS  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S32W-0001-SM-2XK2F  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S32W-0004-SM-2XCE9  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-S32W-0004-SM-2XUAW  ,   B1  ,  10  ,  Blood  ,  Cells
GTEX-S32W-0006-SM-2XCAK  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-S32W-0006-SM-2XU8J  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-S32W-0326-SM-2XCBI  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-0326-SM-2XUAN  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-0626-SM-2XCBG  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-0626-SM-2XUA5  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-0726-SM-2XCBL  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-0726-SM-2XUAY  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-2126-SM-2XCB1  ,   1  ,  B1  ,  6  ,  pieces
GTEX-S32W-2126-SM-2XU8S  ,   1  ,  B1  ,  6  ,  pieces
GTEX-S32W-2226-SM-2XCAY  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-2326-SM-2XCAW  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-2326-SM-2XU9H  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S32W-2426-SM-2XCAT  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S32W-2426-SM-2XU8T  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S32W-2526-SM-2XCB8  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S32W-2526-SM-2XU8Y  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S33H-0004-SM-2VCTX  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S33H-0004-SM-2XK2J  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-S33H-0005-SM-2XCAL  ,   C1  ,  8.7  ,  Blood  ,  Whole
GTEX-S33H-0005-SM-2XU96  ,   C1  ,  8.7  ,  Blood  ,  Whole
GTEX-S33H-0526-SM-2XCBK  ,   1  ,  C1  ,  2  ,  pieces
GTEX-S33H-0526-SM-2XUAH  ,   1  ,  C1  ,  2  ,  pieces
GTEX-S33H-0626-SM-2XCBJ  ,   1  ,  C1  ,  2  ,  pieces
GTEX-S33H-0626-SM-2XUAP  ,   1  ,  C1  ,  2  ,  pieces
GTEX-S33H-1126-SM-2XCB6  ,   0  ,  C1  ,  2  ,  pieces
GTEX-S33H-2226-SM-2XCB7  ,   1  ,  C1  ,  2  ,  pieces
GTEX-S33H-2226-SM-2XU99  ,   1  ,  C1  ,  2  ,  pieces
GTEX-S33H-2326-SM-2XCB3  ,   0  ,  C1  ,  2  ,  pieces
GTEX-S33H-2326-SM-2XU8P  ,   0  ,  C1  ,  2  ,  pieces
GTEX-S33H-2426-SM-2XCB2  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-S33H-2426-SM-2XU8L  ,   0  ,  C1  ,  2  ,  pieces,
GTEX-S341-0001-SM-2VCTY  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S341-0001-SM-2XK2K  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S341-0006-SM-2XUA1  ,   B1  ,  7.3  ,  Blood  ,  Whole
GTEX-S341-0006-SM-3NM8D  ,   B1  ,  7.3  ,  Blood  ,  Whole
GTEX-S341-0226-SM-2XCAX  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-S341-0226-SM-2XU9O  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-S341-0326-SM-2XCAU  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-S341-0326-SM-2XUAR  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-S341-1626-SM-3K2B8  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S341-1726-SM-2XU8C  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-S341-1726-SM-3K2AK  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-S341-1826-SM-2XU9V  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S341-1826-SM-3K2AB  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S341-1926-SM-2XU91  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S341-1926-SM-3K2BA  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S341-2026-SM-2XCAA  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S341-2026-SM-2XU8A  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-S3XE-0003-SM-2VCTV  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S3XE-0003-SM-2XK2I  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S3XE-0006-SM-2XU9B  ,   B1  ,  8.7  ,  Blood  ,  Whole
GTEX-S3XE-0006-SM-3K2AA  ,   B1  ,  8.7  ,  Blood  ,  Whole
GTEX-S3XE-0008-SM-3NM8O  ,   B1  ,  9.1  ,  Skin  ,  Cells
GTEX-S3XE-0426-SM-2XUAK  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S3XE-0426-SM-3K2AC  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S3XE-1626-SM-3K2AJ  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S3XE-1726-SM-2XU9F  ,   0  ,  B1  ,  6  ,  pieces
GTEX-S3XE-1726-SM-3K2AM  ,   0  ,  B1  ,  6  ,  pieces
GTEX-S3XE-1826-SM-2XU8Z  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S3XE-1826-SM-3K2B4  ,   0  ,  B1  ,  2  ,  pieces
GTEX-S3XE-1926-SM-2XU8H  ,   1  ,  B1  ,  4  ,  pieces
GTEX-S3XE-1926-SM-3K2B3  ,   1  ,  B1  ,  4  ,  pieces
GTEX-S3XE-2026-SM-2XU9P  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S3XE-2026-SM-3K2B5  ,   1  ,  B1  ,  2  ,  pieces
GTEX-S4P3-0004-SM-2VCTW  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4P3-0004-SM-2XK2G  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-S4P3-0006-SM-2XU8F  ,   B1  ,  8.4  ,  Blood  ,  Whole
GTEX-S4P3-0006-SM-3K2AW  ,   B1  ,  8.4  ,  Blood  ,  Whole
